post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x139476053748321242,2026-08-25T23:32:55Z,farhan201_in,1621,"late night eats thread, adding this one to the list #LateNightEats",photo,19,2,0,0,1,470,en,
x317170826914369158,2026-08-25T14:01:01Z,omar305521,3801,watch party er environment ta osadharon chilo #SingalongChallenge,none,49,14,7,0,4,3423,hi,x332801343446693566
x372619217925932198,2026-08-25T17:45:03Z,zoya519_,558,queue was 40 min long and honestly worth it #LateNightEats,photo,11,2,1,0,0,,en,
x849120404919391713,2026-08-25T15:04:22Z,neel250_in,14,NOBODY saw that result coming #MatchNight,video,0,0,0,0,0,35,hi,
x815182844223328702,2026-08-25T09:58:48Z,meera91_in,1298,anyone know how long the update usually takes? #DeliveryStatus,none,16,1,2,0,0,908,en,
x201456208819728595,2026-08-25T11:25:13Z,zoya141official,322,"the whole crowd singing along, chills #SingalongChallenge",none,8,0,0,0,0,333,en,
x584902230814168414,2026-08-25T09:55:39Z,tanvir464,2146,ei match ta bhulte parbo na #MatchNight,none,69,3,7,4,5,1358,en,
x173055601852098144,2026-08-25T11:39:08Z,arjun399,244,"ei jaygar khabar ta darun, must try #StreetFoodFinds",none,7,2,0,0,0,150,hi,
x871942370309554713,2026-08-25T23:38:46Z,imran987,614,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,12,1,0,0,1,324,en,
x885036160102444502,2026-08-25T11:12:41Z,shreya303269,309,watch party er environment ta osadharon chilo #SingalongChallenge,video,2,0,0,0,0,74,en,
x833874793635154290,2026-08-25T00:08:41Z,farhan106484,762,biggest upset of the season easily #UnderdogWin,none,18,2,0,0,2,519,hi,
x516549282987390072,2026-08-25T23:20:24Z,omar305521,3801,this haul format is everywhere on my feed now #CampusHaul,none,12,4,0,0,1,609,hi,
x319843424980927582,2026-08-25T19:11:34Z,hasan789_,922,last over replay pe replay dekh raha hu #UnderdogWin,none,11,3,0,0,0,279,en,
x804782871422572916,2026-08-25T16:42:19Z,refundhelp307,56,refund pending since 48 hours. contact @helpdeskx7x for fast resolution #OrderIssue,video,0,0,0,0,0,,en,
x744210406824811650,2026-08-25T13:58:10Z,omar775official,327,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,photo,7,1,0,0,0,89,en,x143162636062111539
x808537540966458489,2026-08-25T12:49:43Z,arjun408x,1025,biggest upset of the season easily #MatchNight,video,26,2,2,1,3,586,hi,x967220487779445206
x653604393773314346,2026-08-25T20:28:56Z,anaya184,505,queue was 40 min long and honestly worth it #StreetFoodFinds,none,5,0,0,0,0,246,ur,x962798541927491843
x281653853584780701,2026-08-25T19:32:04Z,omar1144636,2027,biggest upset of the season easily #UnderdogWin,video,18,5,3,0,1,1752,hi,
x705188821004074032,2026-08-25T14:28:14Z,vikram151_in,413,ei match ta bhulte parbo na #MatchNight,video,10,1,1,0,1,385,hi,
x143206718442119608,2026-08-25T21:08:43Z,dipu76707,692,ei match ta bhulte parbo na #MatchNight,none,6,1,1,0,0,350,hi,
x855311625035704986,2026-08-25T19:32:18Z,helpdeskx2official,4,refund pending since 48 hours. contact @helpdeskx7x for fast resolution #RefundDelay,none,0,0,0,0,0,39,en,x318286753253029030
x284535364425384900,2026-08-25T18:13:17Z,farhan59707,421,"the whole crowd singing along, chills #WatchParty",none,30,2,2,1,3,350,en,
x470348315650849926,2026-08-25T18:14:36Z,aisha1083x,728,everyone using this audio as a template #WatchParty,video,24,3,4,0,1,478,hi,x892933416702538157
x734900353152952311,2026-08-25T21:10:55Z,farhan582x,3763,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,16,3,1,0,0,666,en,
x556615244865166606,2026-08-25T16:48:05Z,sunny63270,,biggest upset of the season easily #MatchNight,photo,,0,0,0,0,,en,
x508977159674182132,2026-08-24T13:19:15Z,rahul13107,1474,"this week's roundup is live, have a read #WeeklyRoundup",video,9,2,0,0,0,499,en,
x482947662037681295,2026-08-25T20:58:11Z,shreya764648,474,hostel room setup part 2 #BackToCampus,video,36,7,5,0,0,270,hi,
x790246791069036927,2026-08-24T08:04:03Z,meera136_in,557,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,2,0,0,0,0,208,en,
x380357375154192355,2026-08-25T15:55:27Z,rahul857x,346,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,3,0,0,0,0,87,bn,
x393065499699122528,2026-08-25T14:00:30Z,helpdeskx6official,111,"order issue solved in 10 min, DM @refundhelp1 #RefundDelay",gif,0,0,0,0,0,121,ur,
x326880435706508028,2026-08-25T17:50:04Z,imran88507,,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,,4,2,0,0,,bn,
x822120709949521268,2026-08-25T08:32:54Z,rahul711_,1253,biggest upset of the season easily #UnderdogWin,video,10,3,1,0,0,398,en,
x320838177354007485,2026-08-24T11:15:21Z,kabir12007,666,underdogs really did that tonight #MatchNight,video,2,0,0,0,0,296,en,x468187640285097566
x387841873971084606,2026-08-25T16:51:20Z,omar625x,574,NOBODY saw that result coming #UnderdogWin,video,10,0,0,0,0,275,bn,x960974477055390373
x345293441942395134,2026-08-25T16:39:38Z,farhan742_,86,queue was 40 min long and honestly worth it #StreetFoodFinds,none,1,0,0,0,0,40,hi,x642488072190818126
x177069413851927636,2026-08-25T10:35:08Z,bina285151,884,clip of that moment is everywhere now #SingalongChallenge,video,2,0,0,0,0,421,bn,x591477991661840443
x273442113391775706,2026-08-25T17:57:18Z,sunny177x,335,clip of that moment is everywhere now #WatchParty,none,12,0,0,0,0,321,hi,
x783520305312260027,2026-08-25T19:37:27Z,jay1008,387,last over replay pe replay dekh raha hu #MatchNight,video,3,0,0,0,0,101,en,
x634992097498791635,2026-08-24T08:57:35Z,rahul22707,282,"false alarm apparently, working again on my end #ServerOutage",none,1,0,0,0,0,160,bn,
x278580957605006167,2026-08-25T11:28:24Z,hasan33007,447,last over replay pe replay dekh raha hu #UnderdogWin,photo,35,4,1,1,4,431,bn,x219321084176601127
x931580207932728021,2026-08-25T19:22:58Z,bina836_in,195,watch party er environment ta osadharon chilo #WatchParty,photo,2,0,0,0,0,91,ur,x774274284676193929
x435767244120774925,2026-08-25T22:29:33Z,omar80407,1244,"back to campus haul, everything under 3400 #CampusHaul",photo,2,0,0,0,0,118,bn,
x171238597436262607,2026-08-25T11:51:45Z,neel554official,1135,[deleted],video,0,0,0,0,1,260,bn,
x363603741498319089,2026-08-25T16:46:50Z,priya34207,5682,watch party er environment ta osadharon chilo #SingalongChallenge,none,43,8,7,1,3,3594,hi,
x881971360787161239,2026-08-25T11:27:31Z,jay67_in,2246,everyone using this audio as a template #WatchParty,photo,5,0,0,0,0,211,en,x804991162843999342
x400355021461023655,2026-08-25T12:10:28Z,meera5,192,"bhai ye wala stall best hai, 12 me itna khana #StreetFoodFinds",photo,4,0,0,0,0,107,bn,
x471137388779064950,2026-08-25T20:19:55Z,sunny643521,104,"the whole crowd singing along, chills #SingalongChallenge",video,0,0,0,0,0,39,en,
x435221416912025626,2026-08-25T10:49:22Z,tanvir602_,564,found this 12-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,15,2,0,0,1,211,en,
x567357847660112417,2026-08-25T14:56:52Z,priya49,6005,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,68,14,2,4,3,3185,en,
x645348458845091554,2026-08-25T14:21:18Z,omar86307,338,is the app down for everyone or just me #ServerOutage,photo,10,1,0,0,0,384,bn,
x321904755768359208,2026-08-25T14:29:55Z,nadia878x,1463,ei match ta bhulte parbo na #UnderdogWin,photo,19,3,3,0,2,613,hi,
x173353837646652614,2026-08-25T20:52:41Z,rizwan879414,805,everyone using this audio as a template #WatchParty,video,6,0,0,0,0,78,bn,x227810811246312148
x975235070141135319,2026-08-25T14:50:46Z,sunny622,851,ei match ta bhulte parbo na #UnderdogWin,video,26,1,2,0,3,482,en,
x160257731395284832,2026-08-25T00:49:31Z,neel21_in,459,everyone using this audio as a template #WatchParty,none,3,0,0,0,0,281,en,
x811611674691278906,2026-08-25T16:48:32Z,shreya303269,309,last over replay pe replay dekh raha hu #MatchNight,video,21,3,2,0,1,263,hi,x568878459406763781
x725079680558860426,2026-08-25T13:13:51Z,sana37507,8073,ei match ta bhulte parbo na #UnderdogWin,video,107,25,11,1,5,6157,ur,
x976962302542176917,2026-08-25T14:27:32Z,rahul11407,626,"this week's roundup is live, have a read #WeeklyRoundup",none,8,1,0,0,0,279,hi,
x769856275051443673,2026-08-25T21:26:15Z,aisha357511,574,"back to campus haul, everything under 2700 #CampusHaul",video,18,1,2,0,0,496,en,
x645731850972500086,2026-08-25T19:28:15Z,helpdeskx7x,14,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #OrderIssue,photo,0,0,0,0,0,31,en,
x638154680777170375,2026-08-25T12:11:10Z,sunny421_in,,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,,0,0,0,0,,hi,
x716293193201371024,2026-08-25T20:26:16Z,jay1091_in,775,everyone using this audio as a template #WatchParty,none,6,1,0,0,0,135,en,
x242712086014271843,2026-08-25T23:26:45Z,zoya434official,184,"late night eats thread, adding this one to the list #LateNightEats",video,1,0,0,0,0,98,hi,
x860836888103329791,2026-08-25T22:38:09Z,imran1036official,694,biggest upset of the season easily #UnderdogWin,video,17,5,2,0,1,360,en,
x390203314826608208,2026-08-24T12:37:58Z,shreya9407,598,"spec sheet looks great, real world is mid imo #GadgetCheck",none,3,0,0,0,0,101,en,
x275563868234646525,2026-08-25T12:29:44Z,helpdeskx6official,111,"order issue solved in 10 min, DM @fastsupport0_in #RefundDelay",photo,0,0,0,0,0,66,hi,
x949375620541575021,2026-08-25T20:42:24Z,zoya594x,1178,underdogs really did that tonight #MatchNight,none,21,4,1,1,2,633,en,
x873477140711287386,2026-08-24T13:44:25Z,arjun137_in,439,"friday faves, 34 things i actually used this week #FridayFaves",none,3,0,0,0,0,231,hi,
x908858634453507622,2026-08-25T13:10:12Z,fastsupport507,133,order stuck? DM @fastsupport4_in solution guaranteed #OrderIssue,photo,,0,0,0,0,,bn,
x301222428135399328,2026-08-25T18:37:49Z,rizwan646_in,1061,clip of that moment is everywhere now #WatchParty,video,6,1,0,0,0,168,bn,
x443253480897697511,2026-08-24T19:29:52Z,meera501,106,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,video,2,0,0,0,0,,en,
x743907336035723161,25/08/2026 21:17,neel60707,222,"late night eats thread, adding this one to the list #LateNightEats",photo,3,0,0,0,0,103,en,
x130061424818511477,2026-08-25T12:16:31Z,arjun391_,407,"took it to a local shop, fixed for 3400. brand quoted 5x that #RightToRepair",none,20,6,2,0,0,341,bn,
x793124946195227218,2026-08-25T10:21:10Z,imran613_,591,"ei jaygar khabar ta darun, must try #StreetFoodFinds",none,17,2,0,0,1,449,hi,
x943919517956524480,2026-08-25T21:26:02Z,rahul11407,626,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",video,15,5,2,0,0,423,en,
x248124078748374926,2026-08-25T19:14:03Z,shreya993,500,"college list banaya hai, kuch reh gaya? #BackToCampus",none,14,4,2,1,1,322,hi,x409219736170780657
x512842900152865921,2026-08-25T12:22:43Z,zoya594x,1178,biggest upset of the season easily #UnderdogWin,none,25,8,3,0,2,475,en,
x177847178521824023,2026-08-25T09:06:23Z,arjun20269,1062,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,10,2,0,0,1,332,en,
x994219105776773725,2026-08-25T09:27:12Z,tara142x,567,underdogs really did that tonight #UnderdogWin,video,9,1,0,0,0,266,en,
x136987723039743709,2026-08-25T23:36:36Z,rahul13107,1474,NOBODY saw that result coming #UnderdogWin,video,14,1,2,1,0,1103,ur,
x196353185005144842,2026-08-25T15:40:27Z,sunny343_,479,underdogs really did that tonight #MatchNight,none,1,0,0,0,0,109,en,
x662546081257794445,2026-08-25T20:30:12Z,meera1058994,272,everyone using this audio as a template #SingalongChallenge,photo,2,0,0,0,0,41,en,
x875730018608238165,2026-08-25T14:26:56Z,farhan33907,3473,everyone using this audio as a template #WatchParty,none,14,1,2,0,0,356,bn,
x188314718544044320,2026-08-25T20:58:04Z,vikram608,45,everyone using this audio as a template #WatchParty,none,0,0,0,0,0,28,ur,x224305014847415143
x189265787129090412,2026-08-25T18:28:14Z,farhan997,379,"took it to a local shop, fixed for 5800. brand quoted 5x that #RightToRepair",photo,6,0,0,0,0,362,en,
x199066739329286845,2026-08-25T22:50:35Z,rizwan85official,167,last over replay pe replay dekh raha hu #MatchNight,video,1,0,0,0,0,195,en,
x504786288009312362,25/08/2026 13:08,omar780161,1426,"genuinely good thread on repairability scores, worth a read #RightToRepair",photo,33,2,5,0,1,795,en,
x895660340739228352,25/08/2026 23:32,claimnow8,109,"order issue solved in 10 min, DM @fastsupport0_in #OrderIssue",photo,0,0,0,0,0,64,hi,
x837163074282733193,2026-08-24T08:42:29Z,neel126official,52,"false alarm apparently, working again on my end #ServerOutage",none,2,0,0,0,0,30,hi,
x138663096850445707,2026-08-25T01:30:05Z,rahul11407,626,honest review after two weeks of daily use #GadgetCheck,none,8,2,0,0,0,405,ur,
x241953821992153016,2026-08-25T09:48:31Z,fastsupport507,133,refund not credited yet. @helpdeskx7x fastest support #RefundDelay,video,0,0,0,0,0,38,bn,
x241081821578083532,2026-08-24T16:55:58Z,omar21907,105,ei match ta bhulte parbo na #MatchNight,video,2,0,0,0,0,34,en,
x853045732798967551,2026-08-25T17:17:18Z,arjun411official,1197,ei match ta bhulte parbo na #UnderdogWin,video,40,6,7,1,1,664,en,
x749935085963704044,2026-08-25T10:59:56Z,anaya347_,3297,clip of that moment is everywhere now #WatchParty,video,40,8,4,0,1,2399,en,
x690729108571378245,2026-08-25T17:27:59Z,kabir78307,1119,"genuinely good thread on repairability scores, worth a read #RightToRepair",photo,25,5,4,0,3,325,en,
x554317301655407056,2026-08-25T18:19:42Z,sunny78507,55,"took it to a local shop, fixed for 4200. brand quoted 5x that #RepairNotReplace",photo,1,0,0,0,0,29,en,
x561477530096409078,2026-08-25T17:43:53Z,arjun391_,407,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,8,1,0,0,0,128,hi,
x605520622092603276,2026-08-25T13:40:24Z,sunny177x,335,everyone using this audio as a template #SingalongChallenge,video,1,0,0,0,0,150,ur,x354429737864951529
x672000337756901748,2026-08-25T14:11:36Z,hasan618official,1318,last over replay pe replay dekh raha hu #MatchNight,video,35,9,1,1,0,800,hi,
x828868240137466685,2026-08-24T23:13:20Z,shreya32_,195,anyone know how long the update usually takes? #ShippingUpdate,none,3,0,0,0,0,137,en,
x157034820520427366,25/08/2026 22:23,sana578_,2600,clip of that moment is everywhere now #WatchParty,photo,43,12,4,3,5,942,hi,
x605382676296091642,2026-08-24T20:43:01Z,claimnow8,109,refund pending since 48 hours. contact @fastsupport507 for fast resolution #RefundDelay,none,0,0,0,0,0,82,en,
x305927811946794142,2026-08-24T13:34:25Z,jay164536,473,"repair karana sasta hai, log samajhte nahi #RightToRepair",photo,2,0,0,0,0,246,hi,
x295428115952195902,2026-08-25T21:46:15Z,tara310official,557,"late night eats thread, adding this one to the list #LateNightEats",photo,1,0,0,0,0,52,en,x348606289896053259
x255858315221854168,2026-08-25T20:16:37Z,priya426,886,"the whole crowd singing along, chills #SingalongChallenge",video,25,6,1,1,3,675,en,
x419240708482465179,2026-08-25T19:16:41Z,omar127_in,1593,"bhai ye wala stall best hai, 27 me itna khana #StreetFoodFinds",photo,9,0,0,0,0,394,ur,
x239535685040646153,2026-08-25T16:45:20Z,sana419,285,everyone using this audio as a template #WatchParty,video,6,1,1,0,0,317,en,
x312018089341493813,2026-08-25T22:13:06Z,rahul24594,2270,everyone using this audio as a template #SingalongChallenge,none,124,32,4,0,0,1475,en,
x151970088114970084,2026-08-25T20:32:11Z,jay707_in,4298,NOBODY saw that result coming #MatchNight,video,49,7,2,1,0,3836,en,
x476520912084536184,2026-08-24T11:22:38Z,claimnow8,109,refund pending since 48 hours. contact @fastsupport507 for fast resolution #OrderIssue,video,0,0,0,0,0,22,hi,
x462482668027526114,2026-08-25T22:59:14Z,rizwan119_,751,underdogs really did that tonight #UnderdogWin,none,12,2,1,0,0,350,en,x115016702991356491
x230633109698170948,2026-08-25T00:41:46Z,sunny533,598,"genuinely good thread on repairability scores, worth a read #RightToRepair",photo,16,4,1,1,0,215,en,
x973963935621469612,2026-08-25T22:34:33Z,arjun814_,126,"back to campus haul, everything under 2700 #CampusHaul",photo,0,0,0,0,0,28,en,
x940102060245153387,2026-08-24T19:21:58Z,aisha441_,195,queue was 40 min long and honestly worth it #LateNightEats,none,5,1,0,0,0,89,bn,
x790821411033429278,24/08/2026 23:50,anaya184,505,"bhai ye wala stall best hai, 103 me itna khana #LateNightEats",photo,7,0,1,0,0,255,bn,
x883386438853519854,2026-08-25T22:13:07Z,claimnow8,109,refund pending since 48 hours. contact @helpdeskx6official for fast resolution #RefundDelay,none,0,0,0,0,0,45,en,x634283808642692173
x438675977147394985,2026-08-25T17:32:00Z,sana37507,8073,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",photo,93,16,4,4,5,1724,en,
x476195415342181869,2026-08-25T22:46:46Z,dipu555675,88,biggest upset of the season easily #MatchNight,video,2,0,0,0,0,73,en,
x464027585978394142,2026-08-25T19:23:44Z,rizwan562,1252,underdogs really did that tonight #UnderdogWin,none,15,4,1,0,2,586,en,
x734617926542040883,2026-08-25T14:24:40Z,fastsupport507,133,"order issue solved in 10 min, DM @refundhelp307 #RefundDelay",none,0,0,0,0,0,135,en,
x761249265453118161,2026-08-25T11:06:43Z,omar625x,574,clip of that moment is everywhere now #SingalongChallenge,photo,20,2,2,0,2,281,hi,x296124846874037222
x414045575480987483,2026-08-25T10:05:48Z,jay257_in,721,clip of that moment is everywhere now #SingalongChallenge,photo,21,3,3,0,2,294,en,
x925439966370880772,2026-08-25T08:06:50Z,fastsupport507,133,refund not credited yet. @helpdeskx6official fastest support #OrderIssue,none,0,0,0,0,0,41,ur,x222803011155233365
x881842922100846411,2026-08-25T17:13:16Z,kabir1059_,1664,watch party er environment ta osadharon chilo #WatchParty,video,33,4,3,0,1,363,en,
x846216582285887252,2026-08-24T10:34:50Z,rahul214,810,is the app down for everyone or just me #AppDown,none,8,1,1,0,0,422,en,
x128131572333574911,2026-08-25T10:46:21Z,meera301_in,1140,hostel room setup part 2 #CampusHaul,none,7,1,0,0,0,108,en,
x993504529455608338,2026-08-25T22:17:54Z,farhan447,463,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,3,0,0,0,0,271,en,
x872177862227083231,2026-08-25T17:19:39Z,jay53907,55,everyone using this audio as a template #WatchParty,video,1,0,0,0,0,27,hi,
x495361797884742226,2026-08-25T12:03:36Z,tanvir579854,392,found this 18-rupee plate near the station and i'm never recovering #LateNightEats,video,7,1,0,0,0,172,hi,
x719301326965170049,2026-08-25T09:18:13Z,meera407official,1519,"parts pairing is the real problem, not the screws #RightToRepair",video,14,1,1,0,1,853,hi,
x448602738769925131,2026-08-25T17:24:09Z,meera72007,300,why is replacing the battery cheaper than the whole phone now #RightToRepair,none,6,1,0,0,0,104,en,
x137653823474527598,2026-08-25T08:31:03Z,farhan59707,421,"parts pairing is the real problem, not the screws #RightToRepair",none,14,0,1,0,1,390,hi,
x604197150542827173,2026-08-25T15:07:28Z,bina113_in,549,"took it to a local shop, fixed for 2700. brand quoted 5x that #RepairNotReplace",photo,1,0,0,0,0,107,en,
x175914957340728970,2026-08-25T23:52:09Z,farhan655,1308,"the whole crowd singing along, chills #WatchParty",video,31,3,4,0,3,888,en,
x667720601227477600,2026-08-25T22:59:09Z,arjun386_in,2095,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,78,22,10,3,5,1860,en,
x351914754137967894,2026-08-25T14:13:41Z,zoya141official,322,biggest upset of the season easily #MatchNight,none,2,0,0,0,0,72,en,
x117368443679743687,2026-08-25T17:25:24Z,neel1070_,,clip of that moment is everywhere now #SingalongChallenge,photo,,5,4,2,1,,en,
x534853542125381511,2026-08-25T15:12:47Z,bina940x,960,"late night eats thread, adding this one to the list #LateNightEats",photo,21,1,0,0,0,953,bn,
x158132880221951044,2026-08-25T21:28:35Z,meera1080,168,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,video,5,1,0,0,0,209,en,
x524318148838760020,2026-08-25T00:38:34Z,rizwan39507,483,"the whole crowd singing along, chills #SingalongChallenge",video,3,0,0,0,0,127,hi,x423589849700914633
x867182130907949918,2026-08-25T12:58:40Z,shreya344x,304,"false alarm apparently, working again on my end #AppDown",video,4,0,0,0,0,286,en,x350201167814368692
x259313969794319505,2026-08-25T10:15:13Z,rizwan868_,81,biggest upset of the season easily #MatchNight,photo,2,0,0,0,0,48,ur,
x599189156239717976,2026-08-25T22:57:25Z,helpdeskx7x,14,"order issue solved in 10 min, DM @fastsupport507 #RefundDelay",photo,0,0,0,0,0,23,en,
x426334018819541927,2026-08-25T10:54:56Z,refundhelp1,15,order stuck? DM @fastsupport507 solution guaranteed #RefundDelay,none,0,0,0,0,0,24,en,
x454022074151955065,2026-08-25T11:11:09Z,aisha4_in,356,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",video,4,0,0,0,0,92,en,
x404778286308161473,2026-08-25T10:45:27Z,hasan629915,569,watch party er environment ta osadharon chilo #SingalongChallenge,video,14,2,2,0,1,416,hi,x471728471905347125
x706082103234744282,2026-08-25T12:29:23Z,aisha86907,436,clip of that moment is everywhere now #WatchParty,photo,9,3,0,0,0,320,hi,
x586629609805112238,2026-08-25T09:41:31Z,fastsupport4_in,7,refund pending since 48 hours. contact @refundhelp307 for fast resolution #RefundDelay,none,0,0,0,0,0,41,en,
x491946614541197496,2026-08-25T19:16:30Z,helpdeskx2official,4,refund pending since 48 hours. contact @helpdeskx6official for fast resolution #RefundDelay,none,0,0,0,0,0,34,en,x935483144421949057
x986904172181178836,2026-08-24T19:48:09Z,kabir229,217,is the app down for everyone or just me #AppDown,none,0,0,0,0,0,60,ur,
x795295007535908625,2026-08-25T18:41:33Z,sunny1105106,322,watch party er environment ta osadharon chilo #WatchParty,photo,7,1,0,0,0,107,en,x205536485906252374
x485969116669332691,2026-08-25T18:09:07Z,bina6807,131,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,2,0,0,0,0,63,en,
x627183496851763300,2026-08-25T17:59:37Z,helpdeskx7x,14,refund not credited yet. @helpdeskx7x fastest support #RefundDelay,none,0,0,0,0,0,27,en,
x803068672539025659,2026-08-25T15:27:06Z,imran378_in,156,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",photo,2,0,0,0,0,166,en,
x514868013896674235,2026-08-25T17:19:37Z,fastsupport507,133,"order issue solved in 10 min, DM @helpdeskx2official #OrderIssue",none,0,0,0,0,0,65,en,
x256975325846673208,2026-08-25T14:28:24Z,aisha64507,1062,NOBODY saw that result coming #MatchNight,video,9,2,1,0,0,537,en,
x604249777522906160,2026-08-25T09:11:32Z,shreya32_,195,last over replay pe replay dekh raha hu #MatchNight,video,2,0,0,0,0,81,hi,
x666864995181567391,2026-08-25T12:22:20Z,tara626801,1706,last over replay pe replay dekh raha hu #UnderdogWin,video,27,6,0,1,3,1293,bn,
x639258420657267932,2026-08-25T11:00:09Z,helpdeskx6official,111,"order issue solved in 10 min, DM @helpdeskx6official #OrderIssue",none,0,0,0,0,0,66,en,x706174678129292874
x500092013646423990,2026-08-25T17:33:41Z,neel492,121,ei match ta bhulte parbo na #UnderdogWin,none,0,0,0,0,0,41,en,
x151826636395117228,2026-08-25T18:29:09Z,fastsupport0_in,71,refund pending since 48 hours. contact @refundhelp1 for fast resolution #RefundDelay,none,0,0,0,0,0,57,en,x865122387792671650
x108204345653107740,2026-08-25T22:16:16Z,omar173677,510,NOBODY saw that result coming #UnderdogWin,video,9,1,1,0,0,185,en,
x586377395708214625,2026-08-25T16:57:03Z,dipu802,907,queue was 40 min long and honestly worth it #StreetFoodFinds,none,7,1,0,0,0,659,en,
x223480845742578539,2026-08-25T23:41:26Z,priya171x,1015,clip of that moment is everywhere now #WatchParty,video,16,4,0,1,0,661,ur,
x273744942941632761,2026-08-24T19:40:08Z,shreya404_,766,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,7,0,0,0,0,534,hi,
x775633288371323340,2026-08-25T13:16:13Z,priya84x,479,watch party er environment ta osadharon chilo #SingalongChallenge,photo,24,7,2,1,2,446,bn,
x249168693296198536,2026-08-25T22:28:55Z,aisha1132_in,244,ei match ta bhulte parbo na #UnderdogWin,video,5,1,0,0,0,187,en,
x245419745368880620,2026-08-25T13:54:48Z,zoya108x,491,"bhai ye wala stall best hai, 12 me itna khana #LateNightEats",photo,9,2,0,0,1,238,en,
x938515532678016534,2026-08-24T07:53:18Z,jay164536,473,still stuck on the loading screen #AppDown,video,3,0,0,0,0,213,hi,
x915072805026172804,2026-08-25T20:11:44Z,anaya371x,84,clip of that moment is everywhere now #SingalongChallenge,photo,4,1,0,0,0,84,en,x899724886709844254
x495000494976953407,2026-08-24T02:49:21Z,dipu52x,655,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,photo,4,0,0,0,0,643,bn,
x684582981253951752,2026-08-25T09:43:43Z,farhan4107,647,NOBODY saw that result coming #UnderdogWin,video,13,3,1,0,0,494,en,
x431508930225190453,2026-08-25T10:30:44Z,kabir51407,575,clip of that moment is everywhere now #SingalongChallenge,video,7,2,0,0,0,295,en,
x872067446369391820,2026-08-25T16:36:34Z,neel85907,301,"the whole crowd singing along, chills #SingalongChallenge",none,19,1,3,0,0,235,hi,
x506862937288973183,2026-08-24T23:02:35Z,sunny494_in,2980,everyone using this audio as a template #SingalongChallenge,video,4,0,0,0,0,214,en,
x114223561326991280,24/08/2026 21:21,shreya144_in,292,ei match ta bhulte parbo na #UnderdogWin,video,0,0,0,0,0,91,en,x126440201202137986
x505849970218348816,2026-08-25T22:14:53Z,rahul705_in,335,hostel room setup part 2 #CampusHaul,photo,1,0,0,0,0,35,en,
x291582717116172566,2026-08-25T19:18:41Z,arjun351378,337,ei match ta bhulte parbo na #UnderdogWin,video,17,4,1,0,0,328,en,x993136533843592154
x666930728325422910,2026-08-25T22:50:34Z,zoya599official,189,"took it to a local shop, fixed for 1800. brand quoted 5x that #RightToRepair",photo,1,0,0,0,0,51,en,
x867172924234105895,2026-08-24T01:41:58Z,imran78,451,"this week's roundup is live, have a read #WeeklyRoundup",none,1,0,0,0,0,102,en,
x459245313673628622,2026-08-24T14:50:09Z,farhan57official,1296,"friday faves, 12 things i actually used this week #WeeklyRoundup",none,15,4,1,0,0,400,ur,
x589888836549823982,2026-08-24T06:15:32Z,tanvir40,683,is the app down for everyone or just me #ServerOutage,photo,10,2,0,0,0,451,bn,
x743739488067813503,2026-08-25T15:27:45Z,farhan592x,564,NOBODY saw that result coming #MatchNight,photo,14,2,0,0,0,310,bn,x210943244541164388
x791545648184579968,2026-08-25T14:58:47Z,anaya298x,476,biggest upset of the season easily #UnderdogWin,video,1,0,0,0,0,64,ur,
x148139080446496434,2026-08-25T11:37:32Z,vikram88759,2300,NOBODY saw that result coming #UnderdogWin,video,14,3,2,0,1,264,en,
x214748931256042200,2026-08-25T10:40:11Z,priya374x,1251,ei match ta bhulte parbo na #MatchNight,photo,42,14,4,2,4,785,en,
x278393796913465967,2026-08-25T16:37:47Z,kabir648official,1965,ei match ta bhulte parbo na #MatchNight,none,22,2,2,0,2,964,en,
x283250028964538089,2026-08-25T19:26:55Z,bina621official,862,underdogs really did that tonight #MatchNight,none,1,0,0,0,0,126,en,
x896520069791136665,2026-08-25T20:34:00Z,omar611official,932,watch party er environment ta osadharon chilo #WatchParty,photo,28,6,2,1,2,783,en,
